Number,Player,Position,Height,Weight,Birth Date,Country,Years Experience,College,Player URL,Game Score,Game Season,Points,Assists,Rebounds,Steals,Blocks,Turnovers,Personal Fouls,Minutes Played,Field Goals Made,Field Goals Attempted,Field Goals Percentage,Three Points Made,Three Points Attempted,Three Points Percentage,Free Throws Made,Free Throws Attempted,Free Throws Percentage,Offensive Rebounds,Defensive Rebounds,Plus Minus,Opponent,Location,Game Date,Age,Team,Game Result,Starter,Season,Draft Round,Draft Pick in Round,Draft Overall Pick,Moved
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,21.9,8,23,3,10,1,3,1,2,34:20,11,17,0.647,1,3,0.333,0,2,0.0,2,8,-16.0,SAS,H,2021-01-07,27-302,LAL,L (-9),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,22.6,9,27,1,4,0,3,2,4,29:56,9,12,0.75,0,1,0.0,9,10,0.9,1,3,29.0,HOU,A,2021-01-10,27-305,LAL,W (+18),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,24.5,10,19,2,10,0,5,0,1,28:53,7,8,0.875,1,1,1.0,4,4,1.0,2,8,21.0,HOU,A,2021-01-12,27-307,LAL,W (+17),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,16.1,11,18,1,7,0,0,0,0,24:37,8,13,0.615,0,1,0.0,2,2,1.0,3,4,16.0,OKC,A,2021-01-13,27-308,LAL,W (+29),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,16.0,12,17,5,6,2,3,0,1,33:06,5,16,0.313,0,2,0.0,7,10,0.7,1,5,20.0,NOP,H,2021-01-15,27-310,LAL,W (+17),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,21.3,13,17,7,17,2,3,1,3,37:02,6,16,0.375,0,1,0.0,5,7,0.714,5,12,12.0,GSW,H,2021-01-18,27-313,LAL,L (-2),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,13.5,14,18,6,9,1,2,2,3,37:48,8,18,0.444,0,1,0.0,2,5,0.4,0,9,0.0,MIL,A,2021-01-21,27-316,LAL,W (+7),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,31.9,15,37,3,6,2,1,1,3,28:21,14,21,0.667,2,3,0.667,7,9,0.778,1,5,5.0,CHI,A,2021-01-23,27-318,LAL,W (+11),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,15.7,16,17,4,10,3,3,3,1,35:38,5,16,0.313,0,3,0.0,7,9,0.778,3,7,-5.0,CLE,A,2021-01-25,27-320,LAL,W (+7),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,14.0,17,23,2,8,0,2,2,4,34:34,9,18,0.5,0,3,0.0,5,10,0.5,1,7,-4.0,PHI,A,2021-01-27,27-322,LAL,L (-1),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,21.7,18,27,2,14,2,0,1,0,35:48,11,25,0.44,1,2,0.5,4,7,0.571,6,8,-10.0,BOS,A,2021-01-30,27-325,LAL,W (+1),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,17.3,19,25,2,2,1,3,5,4,35:54,10,14,0.714,0,2,0.0,5,6,0.833,0,2,2.0,ATL,A,2021-02-01,27-327,LAL,W (+8),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,13.7,20,13,2,9,3,2,3,3,33:14,5,8,0.625,0,1,0.0,3,6,0.5,3,6,21.0,DEN,H,2021-02-04,27-330,LAL,W (+21),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,22.4,21,30,3,5,1,2,3,2,44:31,13,22,0.591,1,3,0.333,3,4,0.75,2,3,9.0,DET,H,2021-02-06,27-332,LAL,W (+6),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,26.0,22,35,1,9,2,1,3,1,34:50,16,27,0.593,0,3,0.0,3,4,0.75,3,6,0.0,MEM,H,2021-02-12,27-338,LAL,W (+10),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,11.6,23,15,1,4,0,0,0,1,14:14,5,11,0.455,0,1,0.0,5,5,1.0,2,2,-4.0,DEN,A,2021-02-14,27-340,LAL,L (-17),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,-0.4,24,4,1,4,1,1,1,0,16:40,2,10,0.2,0,1,0.0,0,2,0.0,0,4,-11.0,DAL,A,2021-04-22,28-042,LAL,L (-5),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,8.1,25,17,3,3,0,0,1,0,28:19,5,19,0.263,0,6,0.0,7,8,0.875,2,1,-19.0,DAL,A,2021-04-24,28-044,LAL,L (-15),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,10.4,26,18,3,8,0,2,5,3,31:22,8,15,0.533,1,4,0.25,1,2,0.5,1,7,6.0,ORL,A,2021-04-26,28-046,LAL,W (+11),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,18.7,27,26,2,5,3,2,3,3,31:04,10,20,0.5,2,5,0.4,4,6,0.667,1,4,-13.0,WAS,A,2021-04-28,28-048,LAL,L (-9),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,18.0,28,22,3,11,0,5,2,4,34:11,9,19,0.474,1,4,0.25,3,3,1.0,1,10,-8.0,SAC,H,2021-04-30,28-050,LAL,L (-4),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,12.7,29,12,7,9,3,1,1,1,33:27,5,16,0.313,0,3,0.0,2,3,0.667,1,8,-11.0,TOR,H,2021-05-02,28-052,LAL,L (-7),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,15.8,30,25,1,7,0,3,4,1,33:06,9,19,0.474,1,2,0.5,6,7,0.857,1,6,3.0,DEN,H,2021-05-03,28-053,LAL,W (+4),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,-2.6,31,4,0,1,0,0,1,1,9:10,2,9,0.222,0,1,0.0,0,0,,0,1,-10.0,LAC,A,2021-05-06,28-056,LAL,L (-24),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,28.3,32,36,5,12,0,1,3,1,39:04,12,23,0.522,2,3,0.667,10,15,0.667,3,9,-11.0,POR,A,2021-05-07,28-057,LAL,L (-5),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,37.5,33,42,5,12,3,3,3,1,40:46,13,27,0.481,1,5,0.2,15,17,0.882,3,9,26.0,PHO,H,2021-05-09,28-059,LAL,W (+13),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,8.5,34,20,4,6,1,0,3,2,43:27,8,23,0.348,0,1,0.0,4,5,0.8,0,6,7.0,NYK,H,2021-05-11,28-061,LAL,W (+2),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,26.5,35,28,5,10,2,0,1,1,35:50,9,18,0.5,1,4,0.25,9,10,0.9,2,8,9.0,IND,A,2021-05-15,28-065,LAL,W (+7),1,2020-21,1.0,1.0,1.0,False
3,Anthony Davis,PF,6-10,253,"March 11, 1993",us,8,Kentucky,https://www.basketball-reference.com/players/d/davisan02/gamelog/2021,9.0,36,14,1,5,1,0,1,0,30:17,5,12,0.417,0,3,0.0,4,6,0.667,0,5,12.0,NOP,A,2021-05-16,28-066,LAL,W (+12),1,2020-21,1.0,1.0,1.0,False
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,7.6,1,14,4,14,1,0,5,2,27:13,7,18,0.389,0,1,0.0,0,0,,3,11,-5.0,CHO,H,2020-12-23,27-135,CLE,W (+7),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,19.5,2,23,5,16,4,3,4,2,43:40,7,21,0.333,0,2,0.0,9,14,0.643,2,14,10.0,DET,A,2020-12-26,27-138,CLE,W (+9),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,26.7,3,24,3,14,3,2,1,1,25:40,11,18,0.611,0,0,,2,4,0.5,6,8,27.0,PHI,H,2020-12-27,27-139,CLE,W (+24),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,19.0,4,18,2,17,3,6,4,5,33:28,7,13,0.538,0,1,0.0,4,10,0.4,5,12,-5.0,NYK,H,2020-12-29,27-141,CLE,L (-9),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,9.5,5,11,4,13,1,1,3,4,25:02,4,11,0.364,0,0,,3,4,0.75,3,10,5.0,IND,A,2020-12-31,27-143,CLE,L (-20),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,7.5,6,12,0,11,0,0,4,2,20:21,6,10,0.6,0,0,,0,0,,4,7,-8.0,ATL,A,2021-01-02,27-145,CLE,W (+5),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,10.0,7,10,4,13,1,1,1,1,32:13,5,14,0.357,0,1,0.0,0,2,0.0,4,9,-16.0,ORL,A,2021-01-04,27-147,CLE,L (-20),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,12.9,8,19,1,15,1,1,5,4,26:18,9,16,0.563,0,0,,1,4,0.25,6,9,-12.0,ORL,A,2021-01-06,27-149,CLE,L (-11),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,13.8,9,22,3,15,2,0,6,2,37:21,9,20,0.45,0,0,,4,6,0.667,3,12,0.0,MEM,A,2021-01-07,27-150,CLE,W (+4),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,19.3,10,26,3,24,1,1,6,4,41:17,11,23,0.478,0,1,0.0,4,5,0.8,5,19,-2.0,MIL,A,2021-01-09,27-152,CLE,L (-10),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,12.9,11,19,3,14,1,2,4,6,34:38,8,16,0.5,0,0,,3,9,0.333,5,9,-20.0,MEM,H,2021-01-11,27-154,CLE,L (-10),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,33.2,12,33,3,23,2,2,2,5,39:36,10,18,0.556,0,1,0.0,13,19,0.684,7,16,12.0,NYK,H,2021-01-15,27-158,CLE,W (+3),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,7.1,13,13,3,7,1,0,4,2,25:44,6,13,0.462,0,0,,1,1,1.0,1,6,-5.0,BRK,H,2021-01-20,27-163,CLE,W (+12),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,19.8,14,19,4,16,2,1,4,3,27:28,8,13,0.615,0,0,,3,4,0.75,5,11,13.0,BRK,H,2021-01-22,27-165,CLE,W (+12),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,5.0,15,11,0,5,0,2,3,3,17:45,4,9,0.444,0,0,,3,6,0.5,3,2,-29.0,BOS,A,2021-01-24,27-167,CLE,L (-38),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,19.7,16,25,1,17,0,0,2,4,28:02,11,21,0.524,0,0,,3,3,1.0,7,10,4.0,LAL,H,2021-01-25,27-168,CLE,L (-7),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,18.8,17,23,2,16,5,2,4,2,28:01,9,24,0.375,0,0,,5,8,0.625,6,10,6.0,DET,H,2021-01-27,27-170,CLE,W (+15),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,8.8,18,4,2,15,2,2,2,0,23:55,2,7,0.286,0,0,,0,0,,4,11,1.0,NYK,A,2021-01-29,27-172,CLE,L (-21),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,23.3,19,25,4,22,1,1,3,3,32:42,9,18,0.5,0,0,,7,10,0.7,4,18,1.0,MIN,A,2021-01-31,27-174,CLE,L (-5),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,4.2,20,13,2,5,0,0,3,3,22:15,4,13,0.308,0,0,,5,7,0.714,2,3,-33.0,LAC,H,2021-02-03,27-177,CLE,L (-22),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,15.6,21,18,4,9,2,0,1,1,29:42,9,19,0.474,0,1,0.0,0,0,,3,6,-3.0,MIL,H,2021-02-05,27-179,CLE,L (-18),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,22.8,22,28,2,11,2,0,4,4,30:11,12,17,0.706,0,0,,4,5,0.8,3,8,-4.0,MIL,H,2021-02-06,27-180,CLE,L (-25),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,18.4,23,15,2,14,3,2,1,1,35:54,7,12,0.583,0,0,,1,5,0.2,5,9,3.0,PHO,A,2021-02-08,27-182,CLE,L (-6),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,0.6,24,4,1,6,1,0,4,1,16:14,2,7,0.286,0,0,,0,0,,4,2,-28.0,DEN,A,2021-02-10,27-184,CLE,L (-38),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,4.2,25,8,2,5,1,0,1,4,17:09,3,9,0.333,0,0,,2,3,0.667,1,4,-20.0,POR,A,2021-02-12,27-186,CLE,L (-19),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,-2.4,26,4,2,1,0,1,3,4,14:19,2,6,0.333,0,0,,0,2,0.0,0,1,-8.0,MIL,H,2021-03-31,27-233,LAL,L (-15),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,14.6,27,15,3,12,2,0,3,5,26:51,5,9,0.556,0,0,,5,6,0.833,4,8,-1.0,MIA,A,2021-04-08,27-241,LAL,L (-6),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,14.3,28,20,0,11,1,1,3,3,22:22,8,15,0.533,0,0,,4,6,0.667,4,7,18.0,BRK,A,2021-04-10,27-243,LAL,W (+25),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,0.4,29,3,0,10,1,1,4,4,25:02,1,3,0.333,0,0,,1,2,0.5,1,9,-5.0,NYK,A,2021-04-12,27-245,LAL,L (-15),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,5.2,30,4,1,12,3,0,2,4,24:20,2,7,0.286,0,0,,0,0,,4,8,-5.0,CHO,A,2021-04-13,27-246,LAL,W (+8),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,24.5,31,27,3,8,2,1,2,4,30:28,10,15,0.667,0,0,,7,8,0.875,2,6,18.0,UTA,H,2021-04-17,27-250,LAL,W (+12),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,4.0,32,8,4,8,2,0,2,5,28:12,3,12,0.25,0,0,,2,5,0.4,3,5,-15.0,UTA,H,2021-04-19,27-252,LAL,L (-14),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,17.7,33,14,3,19,1,3,3,4,30:40,5,10,0.5,0,0,,4,4,1.0,6,13,14.0,DAL,A,2021-04-22,27-255,LAL,L (-5),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,8.2,34,6,1,12,3,0,2,2,29:32,3,5,0.6,0,0,,0,0,,0,12,-19.0,DAL,A,2021-04-24,27-257,LAL,L (-15),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,14.7,35,13,0,11,1,2,0,3,25:09,6,8,0.75,0,0,,1,2,0.5,2,9,6.0,ORL,A,2021-04-26,27-259,LAL,W (+11),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,15.8,36,17,2,11,1,1,2,2,20:29,8,12,0.667,0,0,,1,4,0.25,4,7,-9.0,WAS,A,2021-04-28,27-261,LAL,L (-9),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,12.8,37,17,0,7,0,2,2,5,24:25,7,11,0.636,0,0,,3,4,0.75,4,3,-3.0,SAC,H,2021-04-30,27-263,LAL,L (-4),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,17.0,38,19,1,11,1,0,0,4,25:36,8,14,0.571,0,0,,3,4,0.75,4,7,3.0,TOR,H,2021-05-02,27-265,LAL,L (-7),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,-1.4,39,4,1,0,2,0,3,5,21:31,2,5,0.4,0,0,,0,1,0.0,0,0,-11.0,DEN,H,2021-05-03,27-266,LAL,W (+4),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,6.8,40,9,0,6,1,1,1,5,22:26,3,5,0.6,0,0,,3,6,0.5,2,4,-7.0,LAC,A,2021-05-06,27-269,LAL,L (-24),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,1.1,41,4,2,9,0,0,3,6,21:40,2,4,0.5,0,0,,0,0,,1,8,-2.0,POR,A,2021-05-07,27-270,LAL,L (-5),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,5.5,42,6,2,10,0,0,2,4,19:39,2,7,0.286,0,0,,2,2,1.0,7,3,3.0,PHO,H,2021-05-09,27-272,LAL,W (+13),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,19.0,43,16,3,18,0,2,1,1,35:31,6,11,0.545,0,0,,4,7,0.571,5,13,8.0,NYK,H,2021-05-11,27-274,LAL,W (+2),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,16.0,44,20,2,10,0,1,2,4,21:45,9,13,0.692,0,0,,2,5,0.4,3,7,9.0,HOU,H,2021-05-12,27-275,LAL,W (+2),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,11.6,45,11,0,15,0,2,1,1,28:50,4,9,0.444,0,0,,3,5,0.6,4,11,10.0,IND,A,2021-05-15,27-278,LAL,W (+7),1,2020-21,1.0,9.0,9.0,True
2,Andre Drummond,C,6-11,279,"August 10, 1993",us,8,UConn,https://www.basketball-reference.com/players/d/drumman01/gamelog/2021,12.2,46,13,0,13,2,2,2,5,21:02,6,11,0.545,0,0,,1,3,0.333,5,8,-1.0,NOP,A,2021-05-16,27-279,LAL,W (+12),1,2020-21,1.0,9.0,9.0,True
10,Jared Dudley,PF,6-6,237,"July 10, 1985",us,13,Boston College,https://www.basketball-reference.com/players/d/dudleja01/gamelog/2021,1.3,1,0,0,3,0,0,0,0,2:23,0,0,,0,0,,0,0,,1,2,4.0,DAL,H,2020-12-25,35-168,LAL,W (+23),0,2020-21,1.0,22.0,22.0,False
10,Jared Dudley,PF,6-6,237,"July 10, 1985",us,13,Boston College,https://www.basketball-reference.com/players/d/dudleja01/gamelog/2021,3.3,2,3,0,2,0,0,0,0,7:40,1,1,1.0,1,1,1.0,0,0,,0,2,0.0,MIN,H,2020-12-27,35-170,LAL,W (+36),0,2020-21,1.0,22.0,22.0,False
10,Jared Dudley,PF,6-6,237,"July 10, 1985",us,13,Boston College,https://www.basketball-reference.com/players/d/dudleja01/gamelog/2021,0.0,3,0,0,0,0,0,0,0,1:02,0,0,,0,0,,0,0,,0,0,3.0,SAS,A,2020-12-30,35-173,LAL,W (+14),0,2020-21,1.0,22.0,22.0,False
10,Jared Dudley,PF,6-6,237,"July 10, 1985",us,13,Boston College,https://www.basketball-reference.com/players/d/dudleja01/gamelog/2021,0.7,4,0,1,0,0,0,0,0,1:27,0,0,,0,0,,0,0,,0,0,-1.0,MEM,A,2021-01-03,35-177,LAL,W (+14),0,2020-21,1.0,22.0,22.0,False
10,Jared Dudley,PF,6-6,237,"July 10, 1985",us,13,Boston College,https://www.basketball-reference.com/players/d/dudleja01/gamelog/2021,0.0,5,0,0,0,0,0,0,0,2:01,0,0,,0,0,,0,0,,0,0,3.0,SAS,H,2021-01-07,35-181,LAL,L (-9),0,2020-21,1.0,22.0,22.0,False
10,Jared Dudley,PF,6-6,237,"July 10, 1985",us,13,Boston College,https://www.basketball-reference.com/players/d/dudleja01/gamelog/2021,0.3,6,0,0,1,0,0,0,0,7:08,0,0,,0,0,,0,0,,0,1,5.0,CHI,H,2021-01-08,35-182,LAL,W (+2),0,2020-21,1.0,22.0,22.0,False
10,Jared Dudley,PF,6-6,237,"July 10, 1985",us,13,Boston College,https://www.basketball-reference.com/players/d/dudleja01/gamelog/2021,0.3,7,0,1,0,0,0,0,1,3:08,0,0,,0,0,,0,0,,0,0,9.0,BRK,H,2021-02-18,35-223,LAL,L (-11),0,2020-21,1.0,22.0,22.0,False
