Number,Player,Position,Height,Weight,Birth Date,Country,Years Experience,College,Player URL,Game Score,Game Season,Points,Assists,Rebounds,Steals,Blocks,Turnovers,Personal Fouls,Minutes Played,Field Goals Made,Field Goals Attempted,Field Goals Percentage,Three Points Made,Three Points Attempted,Three Points Percentage,Free Throws Made,Free Throws Attempted,Free Throws Percentage,Offensive Rebounds,Defensive Rebounds,Plus Minus,Opponent,Location,Game Date,Age,Team,Game Result,Starter,Season,Draft Round,Draft Pick in Round,Draft Overall Pick,Moved_x,Moved_y
25,Chris Boucher,C,6-9,200,"January 11, 1993",lc,3,Oregon,https://www.basketball-reference.com/players/b/bouchch01/gamelog/2021,3.0,59,4,0,7,0,0,0,3,10:34,2,5,0.4,0,1,0.0,0,0,,2,5,-5.0,BRK,H,2021-04-21,28-100,TOR,W (+11),0,2020-21,,,,False,False
25,Chris Boucher,C,6-9,200,"January 11, 1993",lc,3,Oregon,https://www.basketball-reference.com/players/b/bouchch01/gamelog/2021,10.5,60,16,0,7,1,1,0,2,37:27,5,15,0.333,2,9,0.222,4,5,0.8,1,6,-10.0,LAC,H,2021-05-11,28-120,TOR,L (-19),1,2020-21,,,,False,False
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,-1.0,1,0,0,0,0,0,1,0,2:35,0,0,,0,0,,0,0,,0,0,-1.0,NOP,H,2020-12-23,23-221,TOR,L (-14),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,4.4,2,10,0,4,0,1,3,3,16:15,4,7,0.571,2,5,0.4,0,0,,0,4,-5.0,NYK,H,2020-12-31,23-229,TOR,W (+17),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,0.6,3,0,1,1,0,0,0,1,5:07,0,0,,0,0,,0,0,,0,1,-5.0,NOP,A,2021-01-02,23-231,TOR,L (-4),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,11.3,4,13,3,2,1,0,1,2,17:09,4,8,0.5,1,2,0.5,4,4,1.0,1,1,5.0,BOS,H,2021-01-04,23-233,TOR,L (-12),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,12.7,5,18,3,1,0,0,1,1,22:16,7,13,0.538,4,8,0.5,0,0,,0,1,25.0,SAC,A,2021-01-08,23-237,TOR,W (+21),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,0.8,6,3,0,2,1,0,0,0,12:18,1,6,0.167,0,2,0.0,1,1,1.0,0,2,-6.0,GSW,A,2021-01-10,23-239,TOR,L (-1),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,4.5,7,6,1,1,1,0,0,2,9:30,2,5,0.4,2,5,0.4,0,0,,0,1,-9.0,POR,A,2021-01-11,23-240,TOR,L (-1),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,1.0,8,6,0,1,0,0,1,5,11:44,3,5,0.6,0,1,0.0,0,0,,0,1,2.0,DAL,H,2021-01-18,23-247,TOR,W (+23),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,12.8,9,16,1,4,3,1,2,3,24:00,6,12,0.5,4,9,0.444,0,0,,1,3,4.0,MIA,H,2021-01-20,23-249,TOR,L (-9),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,2.6,10,12,1,1,0,0,5,1,16:39,5,10,0.5,2,5,0.4,0,0,,0,1,0.0,MIA,H,2021-01-22,23-251,TOR,W (+20),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,-1.8,11,0,0,1,0,0,1,1,3:11,0,1,0.0,0,0,,0,0,,0,1,-4.0,IND,A,2021-01-24,23-253,TOR,W (+5),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,2.3,12,3,1,0,1,0,1,1,6:25,1,2,0.5,1,2,0.5,0,0,,0,0,-9.0,IND,A,2021-01-25,23-254,TOR,L (-15),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,4.5,13,8,2,2,0,0,0,0,19:29,3,9,0.333,2,6,0.333,0,1,0.0,0,2,4.0,MIL,H,2021-01-27,23-256,TOR,L (-7),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,9.2,14,12,0,2,1,1,1,3,18:57,4,7,0.571,2,4,0.5,2,2,1.0,1,1,-5.0,SAC,H,2021-01-29,23-258,TOR,L (-2),1,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,7.3,15,12,0,4,1,0,0,5,26:14,5,11,0.455,2,5,0.4,0,0,,2,2,8.0,ORL,H,2021-01-31,23-260,TOR,W (+13),1,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,-0.8,16,0,0,1,0,0,0,1,7:26,0,1,0.0,0,0,,0,0,,0,1,-7.0,ORL,A,2021-02-02,23-262,TOR,W (+15),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,4.4,17,7,1,3,0,0,0,3,16:32,2,6,0.333,1,5,0.2,2,2,1.0,1,2,1.0,ATL,A,2021-02-06,23-266,TOR,L (-11),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,3.1,18,3,2,2,2,0,1,3,16:56,1,3,0.333,1,3,0.333,0,0,,0,2,16.0,MEM,A,2021-02-08,23-268,TOR,W (+15),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,6.8,19,13,0,2,0,0,1,2,18:46,5,10,0.5,3,5,0.6,0,0,,0,2,12.0,WAS,A,2021-02-10,23-270,TOR,W (+22),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,-1.1,20,0,1,1,0,0,0,0,13:41,0,3,0.0,0,1,0.0,0,0,,0,1,-3.0,BOS,A,2021-02-11,23-271,TOR,L (-14),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,4.6,21,5,3,1,1,0,0,1,11:34,2,6,0.333,1,4,0.25,0,0,,0,1,-5.0,MIN,H,2021-02-14,23-274,TOR,L (-4),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,0.3,22,2,0,0,0,0,0,0,7:21,1,3,0.333,0,1,0.0,0,0,,0,0,-3.0,MIL,A,2021-02-16,23-276,TOR,W (+11),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,0.0,23,0,1,0,0,0,0,0,1:19,0,1,0.0,0,1,0.0,0,0,,0,0,-1.0,MIL,A,2021-02-18,23-278,TOR,W (+14),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,9.5,24,11,0,4,0,0,0,1,11:36,3,5,0.6,3,4,0.75,2,2,1.0,0,4,11.0,MIN,A,2021-02-19,23-279,TOR,W (+5),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,8.9,25,8,3,4,2,0,0,0,25:43,3,8,0.375,2,6,0.333,0,0,,0,4,32.0,PHI,H,2021-02-21,23-281,TOR,W (+7),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,6.3,26,9,0,3,0,1,0,0,15:07,4,9,0.444,1,3,0.333,0,0,,1,2,-6.0,PHI,H,2021-02-23,23-283,TOR,L (-7),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,1.0,27,6,0,2,0,0,1,3,14:39,2,6,0.333,2,6,0.333,0,0,,0,2,-3.0,MIA,A,2021-02-24,23-284,TOR,L (-8),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,2.9,28,3,2,3,0,1,0,0,16:55,1,5,0.2,1,4,0.25,0,0,,0,3,2.0,HOU,H,2021-02-26,23-286,TOR,W (+11),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,-0.4,29,6,2,3,2,0,3,2,21:09,2,11,0.182,0,5,0.0,2,3,0.667,1,2,-7.0,DET,H,2021-03-03,23-291,TOR,L (-24),1,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,18.4,30,22,4,3,0,1,1,2,31:30,8,14,0.571,3,8,0.375,3,3,1.0,1,2,0.0,BOS,A,2021-03-04,23-292,TOR,L (-7),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,3.9,31,4,1,3,1,0,0,0,9:49,2,5,0.4,0,1,0.0,0,0,,0,3,-3.0,ATL,H,2021-03-11,23-299,TOR,L (-1),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,2.6,32,8,2,1,0,0,3,1,13:11,3,7,0.429,2,4,0.5,0,0,,0,1,-10.0,CHO,A,2021-03-13,23-301,TOR,L (-10),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,2.4,33,6,1,3,0,1,0,1,22:41,2,9,0.222,2,6,0.333,0,0,,0,3,-22.0,CHI,A,2021-03-14,23-302,TOR,L (-23),1,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,0.0,34,2,1,1,0,0,2,0,5:36,1,2,0.5,0,1,0.0,0,0,,0,1,-11.0,DEN,H,2021-03-24,23-312,TOR,W (+24),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,3.4,35,6,2,2,1,0,1,2,17:46,2,6,0.333,1,5,0.2,1,2,0.5,0,2,-8.0,CLE,H,2021-03-27,23-315,SAC,W (+2),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,13.0,36,14,2,3,2,0,2,0,18:18,4,7,0.571,3,5,0.6,3,3,1.0,0,3,7.0,SAS,A,2021-03-29,23-317,SAC,W (+17),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,2.7,37,6,1,2,1,0,0,3,20:58,3,8,0.375,0,4,0.0,0,0,,0,2,9.0,SAS,A,2021-03-31,23-319,SAC,L (-14),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,4.8,38,8,2,5,1,0,2,1,21:38,3,9,0.333,2,7,0.286,0,0,,1,4,1.0,LAL,H,2021-04-02,23-321,SAC,L (-21),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,21.4,39,27,1,3,0,2,2,2,23:20,10,14,0.714,7,10,0.7,0,0,,0,3,12.0,MIL,H,2021-04-03,23-322,SAC,L (-1),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,-2.7,40,3,0,1,0,0,0,2,17:36,1,8,0.125,1,6,0.167,0,0,,0,1,-16.0,MIN,A,2021-04-05,23-324,SAC,L (-10),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,-0.1,41,1,2,1,0,1,1,0,15:58,0,3,0.0,0,2,0.0,1,2,0.5,0,1,-10.0,DET,H,2021-04-08,23-327,SAC,L (-12),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,-0.6,42,0,1,1,2,0,0,2,13:53,0,4,0.0,0,4,0.0,0,0,,0,1,-26.0,UTA,A,2021-04-10,23-329,SAC,L (-16),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,0.1,43,5,0,3,1,0,2,1,17:59,2,8,0.25,0,3,0.0,1,2,0.5,2,1,-8.0,NOP,A,2021-04-12,23-331,SAC,L (-7),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,6.7,44,12,1,0,0,0,2,1,16:26,5,8,0.625,0,2,0.0,2,2,1.0,0,0,-7.0,WAS,H,2021-04-14,23-333,SAC,L (-12),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,0.4,45,3,0,3,0,0,1,2,9:58,1,3,0.333,1,1,1.0,0,0,,0,3,2.0,PHO,A,2021-04-15,23-334,SAC,L (-8),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,19.0,46,23,3,3,0,0,1,3,29:32,9,12,0.75,5,5,1.0,0,0,,0,3,18.0,DAL,A,2021-04-18,23-337,SAC,W (+14),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,1.8,47,6,0,1,1,0,1,1,18:27,2,7,0.286,2,6,0.333,0,0,,0,1,-6.0,MIN,H,2021-04-20,23-339,SAC,L (-14),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,-0.7,48,0,0,1,0,0,1,0,6:50,0,0,,0,0,,0,0,,0,1,-12.0,MIN,H,2021-04-21,23-340,SAC,W (+3),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,5.0,49,6,2,6,1,0,0,0,15:54,2,8,0.25,1,6,0.167,1,2,0.5,0,6,4.0,GSW,A,2021-04-25,23-344,SAC,L (-4),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,7.0,50,8,1,2,0,1,1,1,19:12,3,4,0.75,2,2,1.0,0,0,,0,2,-5.0,DAL,H,2021-04-26,23-345,SAC,W (+7),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,5.1,51,7,0,5,1,0,1,2,20:15,3,6,0.5,1,2,0.5,0,0,,1,4,-35.0,UTA,H,2021-04-28,23-347,SAC,L (-49),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,9.5,52,15,0,1,2,0,1,2,23:33,5,12,0.417,3,7,0.429,2,2,1.0,1,0,-3.0,LAL,A,2021-04-30,23-349,SAC,W (+4),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,7.1,53,8,7,5,0,0,2,4,21:32,3,7,0.429,2,6,0.333,0,0,,0,5,1.0,DAL,A,2021-05-02,23-351,SAC,W (+12),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,10.7,54,18,3,5,0,0,3,3,30:46,6,13,0.462,3,8,0.375,3,3,1.0,0,5,10.0,OKC,A,2021-05-04,23-353,SAC,W (+4),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,8.4,55,10,2,6,1,2,0,1,19:49,4,12,0.333,1,8,0.125,1,2,0.5,1,5,2.0,IND,A,2021-05-05,23-354,SAC,W (+11),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,17.6,56,24,1,3,3,0,3,2,32:35,10,16,0.625,4,8,0.5,0,0,,0,3,3.0,SAS,H,2021-05-07,23-356,SAC,L (-9),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,17.2,57,18,7,4,2,0,2,2,29:41,5,11,0.455,2,6,0.333,6,7,0.857,0,4,22.0,OKC,H,2021-05-09,23-358,SAC,W (+28),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,23.7,58,27,3,5,2,0,2,1,31:03,9,15,0.6,5,7,0.714,4,4,1.0,1,4,20.0,OKC,H,2021-05-11,23-360,SAC,W (+16),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,15.5,59,16,4,5,3,1,1,3,28:14,6,13,0.462,4,8,0.5,0,0,,1,4,2.0,MEM,A,2021-05-13,23-362,SAC,L (-6),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,-2.1,60,8,0,9,1,0,0,5,27:39,2,18,0.111,2,12,0.167,2,4,0.5,2,7,-11.0,MEM,A,2021-05-14,23-363,SAC,L (-1),0,2020-21,,,,True,True
0,Terence Davis,SG,6-4,201,"May 16, 1997",us,1,Ole Miss,https://www.basketball-reference.com/players/d/daviste02/gamelog/2021,14.2,61,20,1,3,2,0,2,3,31:48,8,14,0.571,2,5,0.4,2,2,1.0,1,2,-30.0,UTA,H,2021-05-16,24-000,SAC,L (-22),0,2020-21,,,,True,True
44,Henry Ellenson,PF,6-10,240,"January 13, 1997",us,4,Marquette,https://www.basketball-reference.com/players/e/ellenhe01/gamelog/2021,9.1,1,9,3,9,0,0,0,3,18:10,4,9,0.444,1,5,0.2,0,0,,3,6,17.0,CHO,A,2021-03-13,24-059,TOR,L (-10),0,2020-21,1.0,18.0,18.0,False,False
44,Henry Ellenson,PF,6-10,240,"January 13, 1997",us,4,Marquette,https://www.basketball-reference.com/players/e/ellenhe01/gamelog/2021,3.2,2,6,2,3,0,0,0,4,20:12,1,5,0.2,1,4,0.25,3,4,0.75,0,3,-10.0,CHI,A,2021-03-14,24-060,TOR,L (-23),0,2020-21,1.0,18.0,18.0,False,False
8,Malachi Flynn,PG,6-1,175,"May 10, 1998",us,R,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01/gamelog/2021,-0.7,1,0,0,0,0,0,0,0,1:16,0,1,0.0,0,1,0.0,0,0,,0,0,2.0,NOP,H,2020-12-23,22-227,TOR,L (-14),0,2020-21,1.0,29.0,29.0,False,False
8,Malachi Flynn,PG,6-1,175,"May 10, 1998",us,R,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01/gamelog/2021,-0.7,2,0,0,0,0,0,0,0,2:48,0,1,0.0,0,1,0.0,0,0,,0,0,-1.0,NYK,H,2020-12-31,22-235,TOR,W (+17),0,2020-21,1.0,29.0,29.0,False,False
8,Malachi Flynn,PG,6-1,175,"May 10, 1998",us,R,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01/gamelog/2021,-2.9,3,0,1,0,1,0,0,1,15:45,0,6,0.0,0,4,0.0,0,0,,0,0,-3.0,BOS,H,2021-01-04,22-239,TOR,L (-12),0,2020-21,1.0,29.0,29.0,False,False
8,Malachi Flynn,PG,6-1,175,"May 10, 1998",us,R,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01/gamelog/2021,-2.1,4,0,0,0,0,0,0,0,3:47,0,3,0.0,0,1,0.0,0,0,,0,0,-1.0,PHO,A,2021-01-06,22-241,TOR,L (-8),0,2020-21,1.0,29.0,29.0,False,False
8,Malachi Flynn,PG,6-1,175,"May 10, 1998",us,R,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01/gamelog/2021,10.5,5,12,2,5,0,0,1,3,16:48,5,6,0.833,2,3,0.667,0,0,,0,5,6.0,SAC,A,2021-01-08,22-243,TOR,W (+21),0,2020-21,1.0,29.0,29.0,False,False
8,Malachi Flynn,PG,6-1,175,"May 10, 1998",us,R,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01/gamelog/2021,-0.1,6,0,3,1,0,0,0,1,12:34,0,3,0.0,0,1,0.0,0,0,,0,1,-5.0,GSW,A,2021-01-10,22-245,TOR,L (-1),0,2020-21,1.0,29.0,29.0,False,False
8,Malachi Flynn,PG,6-1,175,"May 10, 1998",us,R,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01/gamelog/2021,3.3,7,3,1,0,1,0,0,1,6:28,1,2,0.5,1,2,0.5,0,0,,0,0,-7.0,CHO,H,2021-01-14,22-249,TOR,W (+3),0,2020-21,1.0,29.0,29.0,False,False
8,Malachi Flynn,PG,6-1,175,"May 10, 1998",us,R,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01/gamelog/2021,2.9,8,5,3,1,1,0,1,1,18:12,2,7,0.286,1,3,0.333,0,0,,0,1,11.0,CHO,H,2021-01-16,22-251,TOR,W (+3),0,2020-21,1.0,29.0,29.0,False,False
8,Malachi Flynn,PG,6-1,175,"May 10, 1998",us,R,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01/gamelog/2021,0.7,9,0,1,0,0,0,0,0,2:04,0,0,,0,0,,0,0,,0,0,5.0,DAL,H,2021-01-18,22-253,TOR,W (+23),0,2020-21,1.0,29.0,29.0,False,False
8,Malachi Flynn,PG,6-1,175,"May 10, 1998",us,R,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01/gamelog/2021,0.5,10,3,3,1,0,0,1,2,14:08,1,5,0.2,1,4,0.25,0,0,,0,1,0.0,MIA,H,2021-01-22,22-257,TOR,W (+20),0,2020-21,1.0,29.0,29.0,False,False
8,Malachi Flynn,PG,6-1,175,"May 10, 1998",us,R,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01/gamelog/2021,1.5,11,2,2,0,1,0,0,1,7:17,1,3,0.333,0,2,0.0,0,2,0.0,0,0,-7.0,IND,A,2021-01-24,22-259,TOR,W (+5),0,2020-21,1.0,29.0,29.0,False,False
8,Malachi Flynn,PG,6-1,175,"May 10, 1998",us,R,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01/gamelog/2021,2.7,12,4,0,0,0,0,1,0,2:02,1,1,1.0,0,0,,2,2,1.0,0,0,-8.0,ORL,H,2021-01-31,22-266,TOR,W (+13),0,2020-21,1.0,29.0,29.0,False,False
8,Malachi Flynn,PG,6-1,175,"May 10, 1998",us,R,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01/gamelog/2021,0.0,13,0,0,1,0,0,0,0,2:37,0,1,0.0,0,1,0.0,0,0,,1,0,-3.0,ORL,A,2021-02-02,22-268,TOR,W (+15),0,2020-21,1.0,29.0,29.0,False,False
8,Malachi Flynn,PG,6-1,175,"May 10, 1998",us,R,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01/gamelog/2021,-0.4,14,0,0,0,0,0,0,1,4:39,0,0,,0,0,,0,0,,0,0,-7.0,MIL,A,2021-02-18,22-284,TOR,W (+14),0,2020-21,1.0,29.0,29.0,False,False
8,Malachi Flynn,PG,6-1,175,"May 10, 1998",us,R,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01/gamelog/2021,0.4,15,4,0,2,0,0,0,1,14:57,1,6,0.167,0,3,0.0,2,2,1.0,0,2,-15.0,MIN,A,2021-02-19,22-285,TOR,W (+5),0,2020-21,1.0,29.0,29.0,False,False
8,Malachi Flynn,PG,6-1,175,"May 10, 1998",us,R,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01/gamelog/2021,2.9,16,3,2,1,1,0,0,1,17:39,1,4,0.25,1,3,0.333,0,0,,0,1,-9.0,UTA,H,2021-03-19,22-313,TOR,L (-3),0,2020-21,1.0,29.0,29.0,False,False
8,Malachi Flynn,PG,6-1,175,"May 10, 1998",us,R,"Washington State, San Diego State",https://www.basketball-reference.com/players/f/flynnma01/gamelog/2021,3.7,17,4,2,0,0,0,0,1,12:22,2,3,0.667,0,0,,0,0,,0,0,-8.0,CLE,A,2021-03-21,22-315,TOR,L (-11),0,2020-21,1.0,29.0,29.0,False,False
